"File_name","PMCID","Entity_Type","Original_set","Comparison_set","Filtered_set"
"patch-03-10-2023-11.api.json","10541409","disease","irregular menses;gestational diabetes;gestational diabetes mellitus;psychiatric disorder;addiction;premature birth;irregular periods;miscarriages;polycystic ovary syndrome;pregnancy complications;cognitive impairment;cardiovascular disease","gestational diabetes;gestational diabetes mellitus;psychiatric disorder;addiction;polycystic ovary syndrome;cognitive impairment;cardiovascular disease","irregular menses;premature birth;irregular periods;miscarriages;pregnancy complications"
"patch-03-10-2023-11.api.json","10520577","gene_protein","S glycoprotein;SARS;RBD;spike glycoprotein;SCR;ACI","S glycoprotein;spike glycoprotein","RBD;ACI;SCR;SARS"
"patch-03-10-2023-11.api.json","10520453","gene_protein","S18;S15;G protein;Ste2;S19;phosphoproteins;FAR1;BNI1;Cdc24;PAK;mitogen-activated protein kinase;S11;MAPK kinase;Far1;Gpa1;RFP;Ste12;GTP binding protein;URA3;S12;MAPK;actin;green fluorescent protein;MAPKKK;peptide hormone;P11;MSG5;STE12;SIC1;Cdc42;U68;formin;Cln2;FUS3;Ste11;Cdc28;CDC28;S16;FL1;GFP;his3;CDC24;MAPKK;S3A;Ste20;DNA Polymerase;HIS3;Sst2","G protein;Ste2;phosphoproteins;FAR1;BNI1;Cdc24;PAK;mitogen-activated protein kinase;MAPK kinase;Far1;Gpa1;RFP;Ste12;GTP binding protein;URA3;MAPK;actin;green fluorescent protein;MAPKKK;peptide hormone;MSG5;STE12;SIC1;Cdc42;formin;Cln2;FUS3;Ste11;Cdc28;CDC28;GFP;CDC24;MAPKK;Ste20;DNA Polymerase;HIS3;Sst2","S18;U68;S3A;S15;S19;S12;P11;S16;FL1;his3;S11"
"patch-03-10-2023-11.api.json","10520471","organism","bovine;rat;goat;rabbit;rats;human;mouse;horseradish;Radix","rat;goat;rabbit;rats;human;mouse;horseradish","bovine;Radix"
"patch-03-10-2023-11.api.json","10520893","organism","Animals;Toxoplasma;Dolichos biflorus;Plasmodium;T. gondii;humans;Mice;apicomplexans;mouse;animals;Toxoplasma gondii;Trypanosoma brucei;Neospora;rabbit;Sarcocystidae;Hammondia;human;Arizona;Mouse;bovine;goat;guinea pig;mice","Animals;Toxoplasma;Dolichos biflorus;Plasmodium;T. gondii;humans;Mice;apicomplexans;mouse;animals;Toxoplasma gondii;Trypanosoma brucei;Neospora;rabbit;Sarcocystidae;Hammondia;human;Mouse;goat;guinea pig;mice","Arizona;bovine"
"patch-03-10-2023-12.api.json","10540932","disease","Hypertension;valvular heart disease;diabetes;heart failure;left ventricular systolic dysfunction;dilated cardiomyopathy;atrial fibrillation;myocardial dysfunction;chronic disease;cardiovascular disease;diastolic dysfunction;hypertrophic cardiomyopathy;other cardiovascular diseases;cardiovascular morbidity;diabetic cardiomyopathy;Diabetes;atherosclerotic cardiovascular disease;systolic dysfunction;left ventricular dysfunction;Dyslipidemia;type 2 diabetes;type2 diabetes mellitus;stroke;dyslipidemia;type 2 diabetes mellitus;obesity;cardiovascular diseases;hypertension;Heart failure;hyperglycemia","Hypertension;valvular heart disease;diabetes;heart failure;left ventricular systolic dysfunction;dilated cardiomyopathy;atrial fibrillation;myocardial dysfunction;chronic disease;cardiovascular disease;diastolic dysfunction;hypertrophic cardiomyopathy;other cardiovascular diseases;diabetic cardiomyopathy;Diabetes;atherosclerotic cardiovascular disease;systolic dysfunction;left ventricular dysfunction;Dyslipidemia;type 2 diabetes;type2 diabetes mellitus;stroke;dyslipidemia;type 2 diabetes mellitus;obesity;cardiovascular diseases;hypertension;Heart failure;hyperglycemia","cardiovascular morbidity"
"patch-03-10-2023-12.api.json","10539911","disease","Dengue;influenza;polio;haemorrhagic fever;pneumonia;Rift Valley fever;Marburg virus disease;jaundice;malaria","influenza;polio;haemorrhagic fever;pneumonia;jaundice;malaria","Dengue;Rift Valley fever;Marburg virus disease"
"patch-03-10-2023-12.api.json","10540852","gene_protein","NS2;HA2;PB1-F2;pez;neuraminidase;nucleoprotein;SLA;nuclear export protein;PB1;HA1;matrix protein;IFN;trypsin;hemagglutinin;BSL3;NEP;NS1;alt;DNA Polymerase;PA-X;PB2;interferon;HLA","NS2;HA2;PB1-F2;neuraminidase;nucleoprotein;SLA;nuclear export protein;PB1;HA1;matrix protein;IFN;trypsin;hemagglutinin;NEP;NS1;DNA Polymerase;PA-X;PB2;interferon;HLA","alt;pez;BSL3"
"patch-03-10-2023-12.api.json","10538638","gene_protein","Zan;SPL;MPO;S16;ICA","","Zan;MPO;S16;ICA;SPL"
"patch-03-10-2023-12.api.json","10538967","organism","humans;human","humans;human",""
"patch-03-10-2023-12.api.json","10538477","organism","Tilia cordata;Betula pendula;Fagus sylvatica;Fraxinus excelsior;Alnus glutinosa;Quercus robur;Aesculus hippocastanum","Tilia cordata;Betula pendula;Fagus sylvatica;Fraxinus excelsior;Alnus glutinosa;Quercus robur;Aesculus hippocastanum",""
"patch-03-10-2023-13.api.json","10540234","disease","primary tumors;stricture;cancer;diabetes;lymph node metastases;carcinogenesis;Tumor;melanoma;hyperplasia;invasive bladder cancer;cell invasion;chronic disease;cardiovascular disease;hypoxia;liver cancer;tumor;bladder tumor;pancreatic ductal adenocarcinoma;bladder outlet obstruction;malignant tumor;lung cancer;urothelial carcinomas;bladder neck;benign prostatic hyperplasia;bladder hypertrophy;gastric cancer;urinary tract tumor;malignancy;tumors;lymphoma;malignant tumors;obesity;urothelial carcinoma;metastatic disease;cancers;Cancer;prostate cancer;carcinogenicity;colon cancer;immunodeficient","primary tumors;stricture;cancer;diabetes;lymph node metastases;Tumor;melanoma;hyperplasia;invasive bladder cancer;chronic disease;cardiovascular disease;liver cancer;tumor;bladder tumor;pancreatic ductal adenocarcinoma;bladder outlet obstruction;malignant tumor;lung cancer;urothelial carcinomas;bladder neck;benign prostatic hyperplasia;gastric cancer;urinary tract tumor;tumors;malignant tumors;obesity;urothelial carcinoma;metastatic disease;cancers;Cancer;prostate cancer;colon cancer","lymphoma;hypoxia;carcinogenesis;bladder hypertrophy;carcinogenicity;malignancy;cell invasion;immunodeficient"
"patch-03-10-2023-13.api.json","10539148","disease","peritonitis;tumor;renal failure","peritonitis;tumor;renal failure",""
"patch-03-10-2023-13.api.json","10516081","gene_protein","intrinsic factors;hemoglobin;MAF","hemoglobin","intrinsic factors;MAF"
"patch-03-10-2023-13.api.json","10515911","gene_protein","Transforming growth factor beta 1;PAR1;P-selectin;thrombin;GTPase-activating protein;phosphoproteins;PDGFA;hemoglobin;Reticulon 1;GPIIb;growth factor;DEFA3;LysC;ebi;SELP;IGF2BP3;MCP-1;B2M;SDF-1;IL-8;PDGFB;FYN;IGF1R;Selp;SYK;PGE;MS2;actin;CXCR4;ovalbumin;Rap1GAP2;Inhibitor of nuclear factor kappa B kinase subunit beta;CST;IGF2BP1;Slp1;Rap1;growth factors;thrombin receptor;RTN1;vWF;Beta 2-microglobulin;trypsin;mTOR;IGF;GPVI;CD45;IKBKB;RAP1GAP2;Insulin-like Growth Factor 2 mRNA-Binding Protein 3;FACS;HBG1;synaptotagmin-like protein 1;TFA;HBG2;LCK;CLEC2;β-2 microglobulin;β2 microglobulin;MARCKS;TGFβ2;Trypsin;gamma globin;KEA3;Phosphoprotein;PAR4;PSGL-1;CXCL12;S1B;S1A;phosphoprotein;protein N;SRC","Transforming growth factor beta 1;PAR1;P-selectin;thrombin;GTPase-activating protein;phosphoproteins;PDGFA;hemoglobin;Reticulon 1;GPIIb;growth factor;DEFA3;SELP;IGF2BP3;MCP-1;B2M;SDF-1;IL-8;PDGFB;FYN;IGF1R;Selp;SYK;actin;CXCR4;ovalbumin;Rap1GAP2;Inhibitor of nuclear factor kappa B kinase subunit beta;IGF2BP1;Slp1;Rap1;growth factors;thrombin receptor;RTN1;vWF;Beta 2-microglobulin;trypsin;mTOR;IGF;GPVI;CD45;IKBKB;RAP1GAP2;Insulin-like Growth Factor 2 mRNA-Binding Protein 3;HBG1;synaptotagmin-like protein 1;HBG2;LCK;CLEC2;β-2 microglobulin;β2 microglobulin;MARCKS;TGFβ2;Trypsin;gamma globin;KEA3;Phosphoprotein;PAR4;PSGL-1;CXCL12;phosphoprotein;protein N;SRC","CST;MS2;PGE;LysC;ebi;S1B;S1A;FACS;TFA"
"patch-03-10-2023-13.api.json","10539593","organism","bovine;Apollo;human;mouse;Human","Human;human;mouse","Apollo;bovine"
"patch-03-10-2023-13.api.json","10537216","organism","Culex pipiens;arthropods;butterflies;psyllids;rice;humans;moths;Oryza sativa;Cardinium;nematode;plants;small brown planthopper;Hemiptera;white-backed planthopper;fruit flies;animals;Rhabdoviridae;RRSV;Laodelphax striatellus;Sogatella furcifera;West Nile virus;insects;Delphacidae;Rana;Bunyaviridae;Drosophila melanogaster;human;planthoppers;Zika virus;southern rice black-streaked dwarf virus;Nilaparvata lugens;wasps;ladybirds;Diptera;spiders;nematodes;Wolbachia;Rice;brown planthopper;Drosophila;Insects","Culex pipiens;arthropods;butterflies;psyllids;rice;humans;moths;Oryza sativa;Cardinium;nematode;plants;small brown planthopper;Hemiptera;white-backed planthopper;fruit flies;animals;Rhabdoviridae;RRSV;Laodelphax striatellus;Sogatella furcifera;West Nile virus;insects;Delphacidae;Bunyaviridae;Drosophila melanogaster;human;planthoppers;Zika virus;southern rice black-streaked dwarf virus;Nilaparvata lugens;wasps;ladybirds;Diptera;spiders;nematodes;Wolbachia;Rice;brown planthopper;Drosophila;Insects","Rana"
"patch-03-10-2023-2.api.json","4851298","disease","obese;hepatocellular carcinoma;nonalcoholic steatohepatitis;alcoholic liver disease;cancer;Kidney Diseases;liver disease;acute promyelocytic leukemia;mitochondrial disease;nonalcoholic fatty liver disease;neuroblastoma;steatosis;fatty liver;Diabetes;asphyxiation;Fatty Liver;hypercholesterolemia","hepatocellular carcinoma;nonalcoholic steatohepatitis;alcoholic liver disease;cancer;Kidney Diseases;liver disease;acute promyelocytic leukemia;mitochondrial disease;nonalcoholic fatty liver disease;neuroblastoma;steatosis;fatty liver;Diabetes;Fatty Liver;hypercholesterolemia","obese;asphyxiation"
"patch-03-10-2023-2.api.json","4701566","disease","malignant tumors;adenocarcinoma;infection;lung cancer;small-cell lung cancer;cancer;head and neck squamous cell carcinoma;tumor;Tumor;lung metastasis;squamous cell carcinoma;neuroblastoma;lung adenocarcinomas;tumors;Lung cancer;mycoplasma","malignant tumors;adenocarcinoma;lung cancer;small-cell lung cancer;head and neck squamous cell carcinoma;cancer;tumor;Tumor;squamous cell carcinoma;lung adenocarcinomas;neuroblastoma;tumors;Lung cancer;infection","lung metastasis;mycoplasma"
"patch-03-10-2023-2.api.json","4403923","gene_protein","GAPDH;antimicrobial peptides;MMP-3;Atg5;Wnt5a;microtubule-associated protein;MMP-1;alkaline phosphatase;β-tubulin;Atg12;MEF;LC3;Glyceraldehyde-3-phosphate dehydrogenase;Wnt5;Lrp5;Interleukin-1β;ubiquitin-like protein;Map1lc3a;MMP-2;MMP-9;protein A;IL-1β;β-Tubulin;MMP-13;Fzd9","GAPDH;antimicrobial peptides;MMP-3;Atg5;Wnt5a;microtubule-associated protein;MMP-1;alkaline phosphatase;β-tubulin;Atg12;LC3;Glyceraldehyde-3-phosphate dehydrogenase;Wnt5;Lrp5;Interleukin-1β;ubiquitin-like protein;Map1lc3a;MMP-2;MMP-9;protein A;IL-1β;β-Tubulin;MMP-13","MEF;Fzd9"
"patch-03-10-2023-2.api.json","4486513","gene_protein","estrogen receptor;GAPDH;Macrophage Migration Inhibitory Factor;macrophage migration inhibitory factor;LCC2;MIF;β-actin;reverse transcriptase;JAB1;Macrophage migration inhibitory factor;luciferase;ERα","estrogen receptor;GAPDH;Macrophage Migration Inhibitory Factor;macrophage migration inhibitory factor;MIF;β-actin;JAB1;Macrophage migration inhibitory factor;luciferase;ERα","reverse transcriptase;LCC2"
"patch-03-10-2023-2.api.json","4881026","organism","MLV;mammals;Animals;bovine;rabbit;rats;Murine;humans;horse;Mice;mouse;animals;mice","mammals;Animals;rabbit;rats;humans;horse;Mice;mouse;animals;mice","MLV;Murine;bovine"
"patch-03-10-2023-2.api.json","5065035","organism","pigs;Coma;Pigs;humans;pig;human;animals","pigs;Pigs;humans;pig;human;animals","Coma"
"patch-03-10-2023-3.api.json","6513555","disease","emerging infectious disease;dhof;renal failure;asymptomatic infection;abscess;zoonotic infectious disease;white spots;defect;septicemia;sarcoma;infections;influenza;leptospirosis;systemic infectious disease;Septicemia;Leptospirosis;infection;hemorrhage;bacteremia;meningitis;hepatoma;mycoplasma","emerging infectious disease;renal failure;leptospirosis;septicemia;systemic infectious disease;asymptomatic infection;abscess;zoonotic infectious disease;infections;bacteremia;meningitis;Septicemia;Leptospirosis;infection","influenza;dhof;sarcoma;defect;white spots;hemorrhage;hepatoma;mycoplasma"
"patch-03-10-2023-3.api.json","6301582","disease","asphyxiation;neuroblastoma","neuroblastoma","asphyxiation"
"patch-03-10-2023-3.api.json","6331665","gene_protein","Luciferase;GAPDH;MIR;TAC;TGC;β-gal;TRPS1;GAS5;mTOR;GCC;Annexin-V;Annexin V;luciferase;glucocorticoid receptor;GAG","Luciferase;GAPDH;β-gal;TRPS1;GAS5;mTOR;Annexin-V;Annexin V;luciferase;glucocorticoid receptor","MIR;TAC;TGC;GCC;GAG"
"patch-03-10-2023-3.api.json","5524009","gene_protein","proliferating cell nuclear antigen;ApoE;CD68;CD137;hemoglobin;Hemoglobin;growth factor;CCK;interferon;costimulatory molecule;actin;Smad4;Smad1;VEGF;TNF;GFP;Apolipoprotein E;HRP;tumor necrosis factor;NFATc1;CD40;CD37;Smad5;NFATC1","proliferating cell nuclear antigen;ApoE;CD68;CD137;hemoglobin;Hemoglobin;growth factor;interferon;actin;Smad4;Smad1;VEGF;TNF;GFP;Apolipoprotein E;HRP;tumor necrosis factor;NFATc1;CD40;CD37;Smad5;NFATC1","costimulatory molecule;CCK"
"patch-03-10-2023-3.api.json","5585415","organism","Simian virus 40;Mouse;bovine;chicken;goat;rabbit;Chinese hamster;Guava;human;mouse;CMV;Human;Cytomegalovirus;human cytomegalovirus;CHO cell lines;SV40","Simian virus 40;Mouse;chicken;goat;rabbit;Chinese hamster;human;mouse;CMV;Human;Cytomegalovirus;human cytomegalovirus;SV40","Guava;CHO cell lines;bovine"
"patch-03-10-2023-3.api.json","6634632","organism","Mouse;Animals;Rabbit;bovine;rat;goat;rabbit;rats;Wistar rats;mouse","Mouse;Animals;Rabbit;rat;goat;rabbit;rats;Wistar rats;mouse","bovine"
"patch-03-10-2023-4.api.json","7245444","disease","infection;non-small cell lung cancer;cancer;cancers;triple-negative breast cancer;tumor;carcinogenesis;Tumor;cholera;cervical cancer;malignancy;Cancer Progression;tumorigenesis;tumor initiation","infection;cancer;cancers;triple-negative breast cancer;tumor;Tumor;cervical cancer;non-small cell lung cancer;Cancer Progression;tumorigenesis;tumor initiation","carcinogenesis;cholera;malignancy"
"patch-03-10-2023-4.api.json","6779150","disease","myocardial infarction;valvular heart diseases;coronary heart disease;Heart Failure;alcoholism;cardiac disease;heart failure;thrombotic;hypertension;congenital heart disease;Heart failure","myocardial infarction;valvular heart diseases;coronary heart disease;Heart Failure;alcoholism;cardiac disease;heart failure;hypertension;congenital heart disease;Heart failure","thrombotic"
"patch-03-10-2023-4.api.json","7163253","gene_protein","BSG;retinoid X receptor;Luman;Ell;ornithine decarboxylase;PDT;Proton pump;proton pump;epidermal growth factor receptor;RFA","retinoid X receptor;ornithine decarboxylase;Proton pump;proton pump;epidermal growth factor receptor","BSG;Ell;Luman;PDT;RFA"
"patch-03-10-2023-4.api.json","6609564","gene_protein","transcriptional regulator;MALAT1;tensin;HAND2;heat shock protein 90;Nanog;ZNF281;nanog;luciferase;Luciferase;BRG1;F12;phosphatase;vimentin;Sox2;Protein A;PTEN;cyclin D1;RNase;FBXW7;peroxidase;GES;CSC;EMT;matrix metalloproteinase 2;ECL;SOX2;sox2;AS1","transcriptional regulator;MALAT1;tensin;HAND2;heat shock protein 90;Nanog;ZNF281;nanog;luciferase;Luciferase;BRG1;phosphatase;vimentin;Sox2;Protein A;PTEN;cyclin D1;RNase;FBXW7;peroxidase;matrix metalloproteinase 2;SOX2;sox2","GES;F12;CSC;EMT;ECL;AS1"
"patch-03-10-2023-4.api.json","6894158","organism","mouse;mice;Zeta;bovine","mice;mouse","Zeta;bovine"
"patch-03-10-2023-4.api.json","7076825","organism","A. tatarinowii Schott;Poria;A. oxyphylla;bovine;Acorus tatarinowii;mice;R. glutinosa;Salvia miltiorrhiza;Shi-Chang-Pu;rats;Yi-Zhi;Dan-Shen;S. miltiorrhiza Bunge;Rehmannia glutinosa;Alpinia oxyphylla","A. tatarinowii Schott;Poria;A. oxyphylla;Acorus tatarinowii;R. glutinosa;Salvia miltiorrhiza;rats;mice;S. miltiorrhiza Bunge;Rehmannia glutinosa;Alpinia oxyphylla","Yi-Zhi;Dan-Shen;Shi-Chang-Pu;bovine"
"patch-03-10-2023-5.api.json","8021466","disease","hyperlipidemia;diabetes;osteoporosis;hypertension;hyperglycemia","hyperlipidemia;diabetes;osteoporosis;hypertension;hyperglycemia",""
"patch-03-10-2023-5.api.json","8383772","disease","hepatocellular carcinoma;cancer;Liver cancer;Tumor;cardiac arrest;colorectal cancer;liver cancer;tumor;lung adenocarcinoma;glioma;lung cancer;malignancies;Hepatocellular carcinoma;cancer, gastric;tumors;malignancy;cancers;Cancer;cancer progression;mycoplasma","hepatocellular carcinoma;cardiac arrest;cancer;lung cancer;colorectal cancer;Liver cancer;cancers;Hepatocellular carcinoma;tumor;Cancer;liver cancer;cancer, gastric;Tumor;tumors;cancer progression;lung adenocarcinoma;glioma","malignancies;mycoplasma;malignancy"
"patch-03-10-2023-5.api.json","8346309","gene_protein","TNF-α;C-reactive protein;IL-6;interleukin-6;tumor necrosis factor","TNF-α;C-reactive protein;IL-6;interleukin-6;tumor necrosis factor",""
"patch-03-10-2023-5.api.json","8443375","gene_protein","SPN","","SPN"
"patch-03-10-2023-5.api.json","8043409","organism","A. mellifera carnica;Apis mellifera ligustica;honey bees;Apis mellifera;honeybee;honey bee;yeast;Bee;soybean;bee;bees","A. mellifera carnica;Apis mellifera ligustica;honey bees;Apis mellifera;honeybee;honey bee;yeast;Bee;soybean;bee;bees",""
"patch-03-10-2023-5.api.json","7667798","organism","Sprague-Dawley rats;Animals;Renilla;bovine;rat;goat;rabbit;rats;Escherichia coli;human;Man;animals;Human","Sprague-Dawley rats;Animals;Renilla;rat;goat;rabbit;rats;Escherichia coli;human;animals;Human","Man;bovine"
"patch-03-10-2023-6.api.json","8582487","disease","hepatic steatosis;age-related macular degeneration;diabetes;hyperlipidemia;Ischemia;heart failure;atrial fibrillation;endothelial dysfunction;hyperinsulinemia;ventricular dilatation;Hyperglycemia;cardiovascular disease;Cardiac Fibrosis;Coronary artery atherosclerosis;hypoxia;reperfusion arrhythmias;atherosclerosis;neurodegenerative diseases;eccentric hypertrophy;infarct;systemic arterial hypertension;myocardial stunning;myocardial fibrosis;inflammatory reactions;myocardial ischemia;Myocardial fibrosis;renal artery stenosis;myocardial necrosis;Ischemic heart disease;coronary artery disease;intracerebral hemorrhage;coronary occlusion;myocardial reperfusion injury;vascular calcification;cardiac rupture;neurodegenerative disease;sequelae;obesity;myocardial infarction;cardiovascular diseases;prostate cancer;osteoporosis;cardiac fibrosis;ischemia;Myocardial Infarction;infarction","hepatic steatosis;age-related macular degeneration;diabetes;hyperlipidemia;Ischemia;heart failure;atrial fibrillation;endothelial dysfunction;hyperinsulinemia;Hyperglycemia;cardiovascular disease;Cardiac Fibrosis;Coronary artery atherosclerosis;reperfusion arrhythmias;atherosclerosis;neurodegenerative diseases;infarct;systemic arterial hypertension;myocardial fibrosis;myocardial ischemia;Myocardial fibrosis;renal artery stenosis;myocardial necrosis;Ischemic heart disease;coronary artery disease;intracerebral hemorrhage;vascular calcification;neurodegenerative disease;obesity;myocardial infarction;cardiovascular diseases;prostate cancer;osteoporosis;cardiac fibrosis;ischemia;Myocardial Infarction;infarction","hypoxia;eccentric hypertrophy;coronary occlusion;myocardial stunning;ventricular dilatation;myocardial reperfusion injury;cardiac rupture;sequelae;inflammatory reactions"
"patch-03-10-2023-6.api.json","8886693","disease","respiratory infections;cancer;heart diseases;diabetes;coronary heart disease;pulmonary diseases;chronic diseases;infectious diseases;cardiovascular disease;heart disease;pneumonia;liver disease;infections;chronic kidney diseases;asthma;Heart diseases;kidney diseases;Obesity;arthritis;cystic fibrosis;congenital heart disease;peripheral arterial disease;infection;sickle cell anemia;cerebrovascular disease;deep vein thrombosis;obese;obesity;chronic kidney disease;acute pneumonia;chronic obstructive pulmonary disease;rheumatic heart disease;hypertension","respiratory infections;cancer;heart diseases;diabetes;coronary heart disease;pulmonary diseases;chronic diseases;infectious diseases;cardiovascular disease;heart disease;pneumonia;liver disease;infections;chronic kidney diseases;asthma;Heart diseases;kidney diseases;Obesity;arthritis;cystic fibrosis;congenital heart disease;peripheral arterial disease;infection;sickle cell anemia;cerebrovascular disease;obesity;chronic kidney disease;acute pneumonia;chronic obstructive pulmonary disease;rheumatic heart disease;hypertension","obese;deep vein thrombosis"
"patch-03-10-2023-6.api.json","9053632","gene_protein","GAPDH;caspases 3;IKKα;X protein;caspase 3;Protein kinase B;Stat3;Bax;ALT;IKKβ;Aspartate aminotransferase;Tumor necrosis factor;caspase 9;β-actin;AST;caspase;TNF-α;Akt;ECL;PI3K;Bcl-2","GAPDH;caspases 3;IKKα;X protein;caspase 3;Protein kinase B;Stat3;Bax;ALT;IKKβ;Aspartate aminotransferase;Tumor necrosis factor;caspase 9;β-actin;AST;caspase;TNF-α;Akt;PI3K;Bcl-2","ECL"
"patch-03-10-2023-6.api.json","8940552","gene_protein","L10;TRX;TCX","","L10;TRX;TCX"
"patch-03-10-2023-6.api.json","8926550","organism","human","human",""
"patch-03-10-2023-6.api.json","8505058","organism","Stenosis","","Stenosis"
"patch-03-10-2023-7.api.json","9155925","disease","stenosis;Cervical spondylosis;systemic diseases;addiction;cervical spondylosis;hematoma;trauma;Cervical Spondylosis;manic;anxiety;infection","Cervical spondylosis;systemic diseases;addiction;cervical spondylosis;hematoma;Cervical Spondylosis;anxiety;infection","stenosis;manic;trauma"
"patch-03-10-2023-7.api.json","9440818","disease","distressed;Anxiety;infect;Infection;vain;hallucinations;infectious diseases;anxiety;infection;infectious disease","Anxiety;infect;Infection;infectious diseases;anxiety;infection;infectious disease","distressed;hallucinations;vain"
"patch-03-10-2023-7.api.json","9192281","gene_protein","GnRH","GnRH",""
"patch-03-10-2023-7.api.json","9046005","gene_protein","get 1;APN","","get 1;APN"
"patch-03-10-2023-7.api.json","9152382","organism","humans;Python;the thing;human","humans;human","the thing;Python"
"patch-03-10-2023-7.api.json","9166947","organism","Acinetobacter;Staphylococcus saprophyticus;Enterobacter aerogenes;humans;R. ornithinolytica;Aeromonas hydrophilia;Bacteria;S. paucimobilis;K. pneumoniae;Klebsiella pneumoniae;Enterococcus faecalis;Escherichia;gram-positive bacteria;cotton;Staphylococcus aureus;Turkey;Citrobacter;Enterococcus;Staphylococcus hominis;Escherichia coli ATCC 25922;Pseudomonas;S. aureus;Klebsiella;Klebsiella oxytoca;Staphylococcus capitis;S. capitis;human;Sphingomonas paucimobilis;Raoultella ornithinolytica;Staphylococcus pseudintermedius;Gram-positive bacteria;Enterobacter;Escherichia coli;K. oxytoca;Bacillus;S. pseudintermedius;Staphylococcus;E. coli;Pseudomonas aeruginosa","Acinetobacter;Staphylococcus saprophyticus;Enterobacter aerogenes;humans;R. ornithinolytica;Aeromonas hydrophilia;Bacteria;S. paucimobilis;K. pneumoniae;Klebsiella pneumoniae;Enterococcus faecalis;Escherichia;gram-positive bacteria;Staphylococcus aureus;Citrobacter;Enterococcus;Staphylococcus hominis;Escherichia coli ATCC 25922;Pseudomonas;S. aureus;Klebsiella;Klebsiella oxytoca;Staphylococcus capitis;S. capitis;human;Sphingomonas paucimobilis;Raoultella ornithinolytica;Staphylococcus pseudintermedius;Gram-positive bacteria;Enterobacter;Escherichia coli;K. oxytoca;Bacillus;S. pseudintermedius;Staphylococcus;E. coli;Pseudomonas aeruginosa","cotton;Turkey"
"patch-03-10-2023-8.api.json","8440738","disease","epithelial ovarian cancer;cancer;acute myocardial infarction;Tumor;squamous cell carcinoma;Lung cancer;cell invasion;tumor;lung adenocarcinoma;Lung adenocarcinoma;lung cancer;Non-small-cell lung carcinoma;tumor metastasis;infection;osteosarcoma;gastric cardia adenocarcinoma;cancers;Cell invasion;cancer progression","infection;epithelial ovarian cancer;osteosarcoma;cancer;lung cancer;acute myocardial infarction;gastric cardia adenocarcinoma;cancers;tumor metastasis;tumor;Tumor;Non-small-cell lung carcinoma;squamous cell carcinoma;Lung cancer;cancer progression;lung adenocarcinoma;Lung adenocarcinoma","cell invasion;Cell invasion"
"patch-03-10-2023-8.api.json","10462054","disease","alopecia areata;hair thinning;obesity;cell transformation;androgenic alopecia;tumor;defects;associated conditions;traumas;hair disorders","alopecia areata;obesity;androgenic alopecia;tumor;hair disorders","hair thinning;cell transformation;defects;associated conditions;traumas"
"patch-03-10-2023-8.api.json","10520638","gene_protein","Al 2;cos2","","Al 2;cos2"
"patch-03-10-2023-8.api.json","10176312","gene_protein","PMS2;MMR","","PMS2;MMR"
"patch-03-10-2023-8.api.json","9529412","organism","Bel;human;Blues","human","Bel;Blues"
"patch-03-10-2023-8.api.json","10520563","organism","seals;ape;dog;Canis familiaris;animals;Python;ringed seals;seal;ringed seal","seals;dog;Canis familiaris;animals;ringed seals;seal;ringed seal","Python;ape"
"patch-03-10-2023-9.api.json","10225017","disease","infection;asthma attacks;age-related macular degeneration;cancer;eye disease;chronic disease;asthma attack;infections;diabetic retinopathy;Asthma;recurrent bladder cancer;Diabetic Retinopathy","infection;asthma attacks;age-related macular degeneration;cancer;eye disease;chronic disease;asthma attack;infections;diabetic retinopathy;Asthma;recurrent bladder cancer;Diabetic Retinopathy",""
"patch-03-10-2023-9.api.json","10073240","disease","target lesion;cancer;target lesions;Tumor;melanoma;liver metastasis;Meningitis;tumor;solid tumors;polymyalgia rheumatica;Gastrointestinal disorders;Uveal melanomas;Gastroesophageal reflux;acute promyelocytic leukemia;lymphatic disorders;cerebral microangiopathy;stroke;hepatitis;nervous system disorders;Progressive disease;metastatic melanoma;brain metastases;progressive disease;Cancer;colitis;melanomas;encephalitis","cancer;Tumor;melanoma;Meningitis;tumor;solid tumors;polymyalgia rheumatica;Gastrointestinal disorders;Uveal melanomas;Gastroesophageal reflux;acute promyelocytic leukemia;lymphatic disorders;cerebral microangiopathy;stroke;hepatitis;nervous system disorders;Progressive disease;metastatic melanoma;brain metastases;progressive disease;Cancer;colitis;melanomas;encephalitis","target lesions;target lesion;liver metastasis"
"patch-03-10-2023-9.api.json","10540393","gene_protein","31.2","","31.2"
"patch-03-10-2023-9.api.json","10520407","gene_protein","Jwa","","Jwa"
"patch-03-10-2023-9.api.json","10310890","organism","Mycobacterium avium;humans;M. avium;zebrafish;human;animals;Human;mice;HIV","humans;zebrafish;human;animals;Human;mice;HIV","M. avium;Mycobacterium avium"
"patch-03-10-2023-9.api.json","10539709","organism","PEDV;house dust mites;Candida albicans;humans;Yersinia;Mice;Group A Streptococcus;Bacteria;Shigella flexneri;Streptococcus pyogenes;mouse;animals;MERS-CoV;Sepsis;human;Enterovirus 71;Mouse;Brucella;enterovirus 71;eukaryotes;Human;mice;EV71","PEDV;house dust mites;humans;Yersinia;Group A Streptococcus;Bacteria;Shigella flexneri;Streptococcus pyogenes;mouse;animals;MERS-CoV;human;Enterovirus 71;Mouse;Brucella;enterovirus 71;eukaryotes;Human;mice;EV71","Sepsis;Candida albicans;Mice"
