pmid_or_ft_id,ann_type,partial_match_count,total_ml_count,total_dict_count,ml_not_in_dict_count,dict_not_in_ml_count,ml_not_in_dict,dict_not_in_ml,partial_matches
11349501,disease,9,19,9,11,1,intimate partner violence; hiv; abuse; obstetric fistula; stis; aids; violence; gynecological disorders; suicidal thoughts; sexual coercion; partner,sexual violence,depression; hypertension; reproductive tract infections; anxiety; violence; emotional distress; sexually transmitted infections; sexually transmitted infection; reproductive tract infection
11349501,exp_methods,0,0,1,0,1,,contraception,
11349501,organism,3,5,3,2,0,women; men,,human; man; hiv
11349501,chemical,1,3,4,2,3,alcohol; vitamin a,diamond; camps; radio,iron
11349501,go_term,2,3,5,2,4,transportation; behavioral,uptake; behaviors; sensitization; behavior,synthesis; behavioral
11389225,gene_protein,38,49,36,26,13,membrane-associated ubiquitin ligase; inter-alpha-trypsin inhibitor heavy chain 1; hp; sat2; glucagon-like peptide-1; glucagon-like peptide one receptor; hc1; proprotein convertase subtilisin/kexin type 1; dead-box helicase 19b; collagen type vi alpha 2 chain; protease; glp-; matrix metalloproteinase; epidermal growth factor; mhc; major histocompatibility complex; progranulin growth factor; egf containing fibulin extracellular matrix protein 1; transmembrane protein; extracellular matrix glycoproteins; glycoprotein; hhip; insulin; collagens; c-terminal src kinase; dead-box helicase 19â a,src; ecm14; kexin; ubiquitin; haptoglobin; proprotein convertase; hp-4; matrix glycoproteins; glucagon-like peptide; growth factor; glp; transmembrane protein 190; subtilisin,tmem190; membrane-associated ubiquitin ligase; inter-alpha-trypsin inhibitor heavy chain 1; hp; glp-1; col6a2; ecm1; glucagon-like peptide-1; glucagon-like peptide one receptor; hc1; proprotein convertase subtilisin/kexin type 1; itih1; glp-; csk; map2k6; sema3g; epidermal growth factor; extracellular matrix protein 1; zinc finger protein 345; parathyroid hormone; progranulin growth factor; egf containing fibulin extracellular matrix protein 1; transmembrane protein; extracellular matrix glycoproteins; erlec1; inter-alpha-trypsin inhibitor; glycoprotein; semaphorin 3g; ddx19a; pcsk1; efemp1; znf345; copine 1; endoplasmic reticulum lectin 1; cpne1; c-terminal src kinase; glp-1 receptor; ddx19b
11389225,chemical,4,5,8,1,4,glucose,insulin; collagens; glycoprotein; collagen,peptide; dapagliflozin; hyaluronic acid; glycan
11389225,go_term,19,21,24,3,6,ossification; -; translational,membrane; extracellular matrix components; sex chromosome; endochondral ossification; extracellular matrix; glucose homeostasis,chromosome; glomerular filtration; extracellular; degradation; gene expression; chondrogenesis; endoplasmic reticulum; secretion; synthesis; localization; chondrocyte hypertrophy; pathogenesis; mineralization; bone formation; angiogenesis; endothelial cell proliferation; regulation of gene expression; cartilage formation; ossification
11389225,disease,7,12,7,6,1,oa; hip oa; sarcopenia; degenerative osteoarticular disease; pd; knee oa,severe obesity,depression; oa; obesity; ischemic stroke; degenerative joint disease; osteoarthritis; arthritis
11389225,exp_methods,1,1,3,0,2,,proteomic profiling; maf,genotyping
11389225,organism,2,2,2,0,0,,,mice; human
11304011,gene_protein,10,26,8,19,1,"disc 3; oxonol vi; thi; ion channels; atp-dependent potassium pump; na,k-atpase; transporters; kinase; p-type atpase; p-type atpases; k + pump; atp-dependent k + pump; ion pump; atp-dependent pumps; atp-dependent pump; surfe 2; transport protein; ion pumps; sugar transporters",atpases,"na,k-atpase; atpase; serca; lacz; p-type atpase; p-type atpases; membrane protein; naga; kdpd; kdpa"
11304011,chemical,22,23,27,5,9,ions; glycero-3-phosphocholine; -glycero-3-phosphate; detergent; 3,"mn2+; mg2+; sec ; ca2+; organic molecules; decyl; 1,2-dioleoyl-sn-glycero-3-phosphate; phosphocholine; aadd",nigericin; electrons; potassium; cations; calcimycin; sn-glycero-3-phosphocholine; lipid; cation; triton; ethanol; quartz; ions; glycerol; palmitoyl; -glycero-3-phosphate; vanadate; water; imidazole; valinomycin; arabinose; glycero-3-phosphocholine; 3
11304011,go_term,12,15,22,7,14,binding; transporters; to; ion; proteoliposome; proteoliposomes; channel,potassium transport; nucleopore; plasma membrane; membrane transport; k+ conductance; behavior; channel activity; macromolecular complex; behaviors; cell membrane; ion binding; transports; ion transport; transport,binding; membrane; vesicle; transporters; axon; ion; vesicles; cell growth; extracellular; membranes; channel; phosphorylation
11304011,exp_methods,3,4,2,2,0,assays; size-exclusion,,assays; assay; fluorescence
11304011,organism,0,2,0,2,0,bacteria; e.â coli strain tk2281,,
11300346,chemical,13,15,15,2,2,estrogen; cyanoacrylate,ca2+; mg2+,nicotine; sucrose; estradiol benzoate; cocaine; water; bicuculline; ketamine; ethyl; dopamine; ethanol; dexmedetomidine; muscimol; glutamate
11300346,gene_protein,9,12,6,6,0,gaba a receptor; gaba a receptors; crf receptor; crf receptors; gaba; corticotrophin-releasing factor,,crhr1; dopamine receptor 1; crf; crf receptor; corticotropin-releasing factor; crf receptors; corticotrophin-releasing factor; dopamine receptor 2; crfr1
11300346,go_term,3,6,10,4,8,attachment; to reward; behavioral; attachments,maternal behaviors; associative learning; behavior; behaviors; receptor activity; memory; conditioned place preference; social behaviors,nucleus; behavioral; aggression
11300346,disease,1,2,1,1,0,maternal neglect,,addiction
11300346,organism,15,16,11,5,0,corn cob; vole; voles; animal; rodent,,rabbit; sesame; corn; corn cob; vole; mouse; mice; voles; rats; prairie voles; animal; humans; microtus ochrogaster; animals; prairie vole
11310776,chemical,8,10,7,5,2,sulfate; 5-fluroroorotic acid; ammonium; amino acids; nucleotide,g418; ammonium sulfate,oligonucleotide; oligonucleotides; nitrogen; uracil; sulfate; ammonium; glucose; nucleotide
11310776,gene_protein,3,6,3,4,1,restriction endonuclease; cas9; polymerase; bsa i,endonuclease,ura4; restriction endonuclease; ade6
11310776,go_term,3,3,4,0,1,,translation,chromosomes; digestion; chromosome
11310776,exp_methods,3,3,4,1,2,assays,insertions; recombination,assay; assays; pcr
11310776,organism,3,3,3,0,0,,,schizosaccharomyces pombe; yeast; fission yeast
11324441,chemical,10,12,11,4,3,oxygen; metal oxides; compounds; elemental,peroxy; elemental carbon; organic compounds,elemental; salt; carbon; nitrate; compounds; sulfate; carbons; ammonium; peroxides; sulfur
11324441,gene_protein,0,2,0,2,0,gas; soc,,
11324441,go_term,1,2,2,1,1,behavioral,deaths,death
11324441,disease,16,22,14,11,3,cardiac arrhythmia; oc; st elevation myocardial infarction; coronary artery disease; cardiovascular disease; stemi; mi; chronic lung disease; cardiorespiratory disease; st-elevation myocardial infarction; heart failure,history of myocardial infarction; left bundle branch block; severe obesity,hypertension; diabetes; obesity; peripheral arterial disease; oc; respiratory infections; ischemic stroke; congestive heart failure; dyslipidemia; myocardial infarction; ischemic heart disease; st elevation myocardial infarction; mi; st-elevation myocardial infarction; heart failure; myocardial infarctions
11324441,exp_methods,0,0,1,0,1,,coronary artery bypass,
11324441,organism,1,1,1,0,0,,,humans
11245463,exp_methods,4,5,3,2,0,-; photoelectron,,-; scanning electron microscopy; x-ray; transmission electron microscopy
11245463,chemical,11,14,21,6,13,"oxides; microspheres; 2,5-dihydroxyterephthalic acid; acid; carbides; metal",metal cations; ni2+; delta; atoms; dimethylformamide; zn2+; fdc; fe3+; metal elements; co2+; mn2+; electron; cu2+,"terephthalic acid; 2,5-dihydroxyterephthalic acid; carbon; acid; electrons; nickel; cations; cobalt; water; metal; ethanol"
11245463,go_term,2,3,3,1,1,binding,behaviors,pore; synthesis
11255180,chemical,12,13,13,2,2,elastomer; eutectic gallium,indium; gallium,nanowires; silicone; graphene; carbon; eutectic gallium; polyethylene; hydrochloric acid; nitrile; silicones; oxide; carbon nanotubes; metals
11255180,organism,0,1,0,1,0,cotton,,
11255180,go_term,1,1,4,0,3,,delamination; behaviors; behavior,degradation
10523935,chemical,3,4,3,1,0,alcohol,,glucocorticoids; glucocorticoid; mineral
10523935,go_term,2,2,3,0,1,,learning,aging; death
10523935,disease,7,9,7,5,3,hip fractures; skin diseases; skeletal disorder; arthritis; hip fracture,osteoporotic fractures; pathological fractures; pathologic fractures,hip fractures; rheumatoid arthritis; arthritis; osteoporosis; osteoporotic fracture; secondary osteoporosis; hip fracture
10523935,exp_methods,1,1,1,0,0,,,x-ray
10523935,organism,0,2,0,2,0,women; men,,
11249544,chemical,2,5,5,3,3,ipilimumab; nivolumab; pembrolizumab,bilirubin; lactate; aspartate,dacarbazine; melphalan
11249544,gene_protein,12,15,9,6,0,ldh; alanine aminotransferase; hla-a*02; hla-a*; antibodies; lactate dehydrogenase,,aspartate aminotransferase; pd-1; hla-a; troponin i; ctla-4; alanine aminotransferase; hla-a*02; granulocyte colony-stimulating factor; alt; ast; alkaline phosphatase; hla-a*
11249544,go_term,4,5,5,1,1,to,deaths,antigen presentation; immune responses; death; coagulation
11249544,disease,25,30,23,11,4,extrahepatic disease; liver; normocytic anemia; progressive; hypophosphatemia; thrombocytopenia; tumors; extrahepatic; pd; bone marrow aplasia; -only disease,febrile bone marrow aplasia; normochromic normocytic anemia; hepatic metastases; liver failure,progressive disease; liver; bacterial peritonitis; progressive; acute hepatic failure; neutropenia; metastatic disease; melanoma; tumors; leukopenia; bone marrow aplasia; uveal melanoma; portal hypertension; normocytic anemia; lymphopenia; liver metastasis; liver cirrhosis; liver metastases; primary tumor; cardiac arrest; hypophosphatemia; tumor; liver tumor; anemia; cancer
11249544,exp_methods,1,1,1,0,0,,,biopsy
11343816,chemical,1,1,4,0,3,,psi; gamma; singular,delta
11343816,go_term,2,3,3,1,1,organization,behavior,translation; translations
10306258,gene_protein,0,3,1,3,1,sp3; scp; bup,hemoglobin,
10306258,chemical,9,12,11,3,2,glutamic acid; amino acids; and l-serine,-sec; lipids,silica; polynucleotides; polynucleotide; salts; peptide; hydrochloric acid; peptides; hydrofluoric acid; dopamine
10306258,go_term,6,9,6,5,2,translational; proteome; reverse transcription; transportation; behavioral,intracellular; behavior,cell cycle; translational; digestion; extracellular; behavioral; post-translational modifications
10306258,disease,1,1,1,0,0,,,cancer
10306258,exp_methods,4,5,6,1,2,chromatography,proteomic profiling; metabolomic profiling,pcr; electrophoresis; chip; fluorescence
10306258,organism,4,7,4,3,0,animal; tadpoles; frog,,x. laevis; escherichia coli; xenopus laevis; human
ppr828809,chemical,39,44,41,12,9,6; octanesulphonic acid; acid; cysteine; hydroxydopamine; guanidine hydrochloride; l-glycine; nucleotide; bicinchoninic acid; cyclic adenosine monophosphate; d-amphetamine; deoxycholate,"snap; sodium deoxycholate; potassium; hydrochloride; guanidine; canin; 3,4-dihydroxyphenylacetic acid; adenosine monophosphate; 6-hydroxydopamine",isoflurane; amphetamine; 6; desipramine; polyacrylamide; apomorphine; sodium phosphate; d-amphetamine; monoamine; streptomycin; catecholamines; adenine; sodium; paraformaldehyde; triton; cyclic adenosine monophosphate; acetyl; silicon; nitrocellulose; penicillin; cytidine; pargyline; hydroxydopamine; sucrose; guanidine hydrochloride; phosphoric acid; ascorbate; bromodeoxyuridine; acid; glucose; water; deoxycholate; borate; methanol; pentobarbital; buprenorphine; phenylindole; dopamine; urea
ppr828809,gene_protein,55,72,49,29,6,actin beta; d2 receptors; sp; neuroepithelial stem cell protein; dopamine transporter; sp g; dopamine receptors; rna; protease; coup-tf-interacting protein; dat; cas-ng; transcription factors; th; dopamine receptor; d2; potassium voltage-gates channel subfamily q member 2; tyrosine hydroxylase; rna-binding protein polypyrimidine tract binding protein 1; d1; antibodies; intermediate filament protein gfap; pv; intein; protein; cas9; sex determining region y-box 2; antibody; sex determining region y-box,myopalladin; neun; stem cell protein; rna-binding protein; actin; protease inhibitor,synapsin 1; actin beta; d2 receptors; gpr6; gfap; g-protein coupled receptor 6; kcnq2; sox2; nes; polypyrimidine tract binding protein 3; neuroepithelial stem cell protein; nr4a2; ank1; brn2; sst; myt1l; cas; reverse transcriptase; glial fibrillary acidic protein; parvalbumin; ankyrin-1; protease; dcx; rna; calbindin; somatostatin; coup-tf-interacting protein; ptbp1; dna ligase; ptbp3; nuclease; cas-ng; polypyrimidine tract binding protein 2; coup-tf-interacting protein 2; membrane proteins; neb; ctip2; polypyrimidine tract binding protein 1; rna-binding protein polypyrimidine tract binding protein 1; d1; gfp; mypn; ascl1; zic1; actb; intermediate filament protein gfap; hexaribonucleotide binding protein-3; gapdh; protein; cas9; calb2; ptbp2; dna polymerase; neurod1; pitx3
ppr828809,go_term,17,18,23,5,10,axon; synthesis; axonal; capsids; behavioral,tropism; axon regeneration; intracellular; intermediate filament; habituation; behavior; motor activities; behaviors; dopamine synthesis; regeneration,membrane; biosynthesis; axon; transdifferentiation; synthesis; cell bodies; axonal; cell surface; reflex; cytoskeleton; extracellular; membranes; hypersensitivity; metabolism; behavioral; axons; gene expression
ppr828809,disease,2,3,2,1,0,pd,,parkinsonism; neurodegenerative diseases
ppr828809,exp_methods,8,10,15,4,9,immunofluorescence; assays; optical; radioimmunoprecipitation,tcc; profiler; amplicon sequencing; guide-seq; transfections; spatial transcriptomics; pcrs; translocations; transfection,immunofluorescence; assay; assays; fluorescence; pcr; dissection; electrophoresis; protein assay
ppr828809,organism,15,17,13,4,0,cat; animal; c57bl/6j mice; adeno-associated virus,,rabbit; human; mouse; mice; donkey; nostoc punctiforme; rats; rat; t4; escherichia coli; animal; c57bl/6j mice; chicken; aav2; animals
11299451,chemical,1,3,1,2,0,carbohydrate; sugars,,glucose
11299451,gene_protein,1,1,1,0,0,,,glb
11299451,go_term,1,1,4,1,4,behavioral,swimming; behaviors; eating behavior; behavior,behavioral
11299451,disease,6,6,7,0,1,,binge eating,prediabetes; diabetes; obesity; type 2 diabetes; chronic disease; binge eating disorder
11299451,exp_methods,0,0,1,0,1,,pharmacotherapy,
11299451,organism,0,3,0,3,0,women; sars-cov-2; men,,
11247855,chemical,34,37,26,13,2,colistimethate; sulbactam; vancomycin; polymyxin b; fluoroquinolones; fluoroquinolone; sodium; glycopeptide; imipenem; teicoplanin; rifampicin; aminoglycoside; polymyxin e,lactam; amin,tazobactam; creatinine; ceftazidime; quinolones; piperacillin; glycopeptides; polymyxins; aminoglycoside; levofloxacin; colistimethate; fluoroquinolones; tigecycline; fluoroquinolone; sodium; tetracycline; meropenem; imipenem cilastatin; carbapenem; polymyxin e; colistimethate sodium; sulbactam; colistin; polymyxin b; polymyxin; aminoglycosides; histamine; penicillin; glycopeptide; ampicillin; cephalosporin; linezolid; imipenem; carbapenems; minocycline
11247855,gene_protein,0,1,0,1,0,î²-lactamases,,
11247855,go_term,3,3,3,2,2,circulation; membrane,blood circulation; cell membrane,circulation; membrane; synthesis
11247855,disease,13,17,9,10,2,acute; septic shock; acute kidney; shock; multidrug-resistant gram-negative bacterial; mdr-gnb) pneumonia; mdr-gnb pneumonia; injury; mdr-gnb infections; mdr,bacterial resistance; infections,acute; acute kidney injury; acute kidney; mdr-gnb) pneumonia; mdr-gnb pneumonia; pulmonary infection; injury; pneumonia; mdr-gnb infections; infection; pulmonary infections; sepsis; bronchospasm
11247855,organism,15,21,11,10,0,a.baumannii; s. maltophilia; e. coli; enterobacterales; animal; escherichia coli; gram-negative bacteria; enterobacteriaceae; stenotrophomonas maltophilia; e. cloacae,,human; a.baumannii; enterobacterales; klebsiella pneumoniae; p. aeruginosa; enterobacter cloacae; enterobacteria; pseudomonas aeruginosa; enterobacteriaceae; acinetobacter baumannii; s. aureus; a. baumannii; staphylococcus aureus; k. pneumoniae; e. cloacae
11195716,disease,14,22,11,12,1,af; bp; hypertension; mitral regurgitation; lv hypertrophy; heart disease; diabetes mellitus; coronary artery disease; cardiomyopathies; as; chronic heart failure; left atrial dilatation,atrial dilatation,pulmonary hypertension; hypertension; valvular heart disease; atrial fibrillation; acute myocardial infarction; aortic stenosis; heart disease; cardiac amyloidosis; tricuspid regurgitation; right ventricular dysfunction; valvular disease; chronic heart failure; heart failure; left atrial dilatation
11195716,chemical,0,0,3,0,3,, pro-; haemoglobin; -pro ,
11195716,gene_protein,3,9,3,8,2,hb; angiotensin receptor neprilysin; ace; n-terminal pro-b-type natriuretic peptide; angiotensin-converting enzyme; nt-pro bnp; cpo; angiotensin ii receptor,bnp; b-type natriuretic peptide,mineralocorticoid receptor; nt-pro bnp; n-terminal pro-b-type natriuretic peptide
11195716,go_term,2,3,3,1,1,degeneration,deaths,death; glomerular filtration
11324450,disease,4,4,4,1,1,stone,kidney stone,stone; liver fibrosis; cardiac diseases; myocardial infarction
11324450,exp_methods,0,0,1,0,1,,insertion,
11324450,organism,1,3,1,2,0,animal; animals,,human
11324450,chemical,1,2,4,1,3,phosphate,rubber; gamma; torque,ethanol
11324450,go_term,0,0,1,0,1,,behaviour,
10393987,disease,11,19,11,8,0,spinal cord injury; spasm; psychological distress; injury; uti; ad; neurogenic lower urinary tract dysfunction; brain injury,,stroke; paraplegia; incontinence; urinary incontinence; autonomic dysreflexia; dementia; urinary tract infection; multiple sclerosis; infection; tetraplegia; myocardial infarction
10393987,exp_methods,0,0,1,0,1,,insertion,
10393987,chemical,3,4,2,3,1,alcohol; hypochlorite; sodium,sodium hypochlorite,hypochlorite; water; sodium
10393987,go_term,1,1,3,0,2,,urination; behavior,death
10247524,chemical,14,20,20,7,7,glucoronate; alcohol; statin; tyrosine; fatty acids; retinol; fatty acid,insulin; low-density lipoprotein; apolipoprotein; hemoglobin; aldarate; nicotine; low density lipoprotein cholesterol,cholesterol; amphetamines; triglycerides; lipid; glutathione; retinoids; cocaine; retinol; ascorbate; glucose; oxygen; bile acids; pentose; lipoprotein
10247524,gene_protein,3,7,2,5,0,tyrosine kinases; cad; hemoglobin a1c; apolipoprotein; cd4,,hemoglobin a1c; cytochrome p450; hemoglobin
10247524,go_term,7,7,16,1,10,bile secretion,drug metabolism; uptake; glucose metabolism; glutathione metabolism; retinol metabolism; lipid metabolism; tyrosine metabolism; behaviors; fatty acid oxidation; cholesterol metabolism,lysosome; secretion; cell growth; pathogenesis; lysosomes; metabolism; bile secretion
10247524,disease,37,48,32,24,8,t1mi; type 1 myocardial infarction; alcohol abuse; hiv infection; (hiv) infection; human immunodeficiency virus; cholecardia; angina; aids; gallstone disease; cvd; mi; nicotine use; hiv) infection; type 2 myocardial infarction; use; atherosclerosis; insulin resistance; alcohol use disorders; ischemia; diseases; type 1 mi; type 2 mi; cardiac syndrome,infarction; gallstone; coronary thrombosis; hypertensive emergency; infection; immunodeficiency; hypotension; infarct,gall bladder disease; substance use; type 2 diabetes; type 1 myocardial infarction; coronary artery disease; hiv infection; alcohol dependence; heart failure; (hiv) infection; kidney disease; stroke; hypertension; human immunodeficiency virus; ischemic stroke; gallstone disease; cognitive impairment; hepatocellular carcinoma; mi; myocardial infarction; hiv) infection; type 2 myocardial infarction; use; dyslipidemia; alcoholism; alcohol addiction; cardiovascular disease; sepsis; drug abuse; alcohol use disorders; cardiac ischemia; atrial fibrillation; cholecystitis; ischemia; diseases; myocardial ischemia; anemia; type 2 mi
10247524,exp_methods,2,2,2,0,0,,,genotyping; pca
10247524,organism,3,3,2,1,0,human immunodeficiency virus,,human immunodeficiency virus; hiv; human
10357260,organism,0,1,0,1,0,women,,
10357260,go_term,0,0,1,0,1,,memory,
10465703,chemical,23,28,26,7,5,amino-acid; fluoroquinolones; fluoroquinolone; î²-lactams; biotium; histidine; magnesium,cytochrome; lactam; magnesium ions; lactams; silver,ofloxacin; carbon; oxygen; trimethoprim; aminoglycoside; arsenate; triton; magnesium; ethanol; nitrogen; ciprofloxacin; aminoglycosides; î²-lactams; glucose; water; thiamine; ampicillin; polystyrene; chloramphenicol; ammonium; indole; rifampicin; kanamycin
10465703,gene_protein,4,12,4,9,1,restriction enzymes; protease; f 1 f o atp synthase; atp; efflux pumps; multidrug efflux pumps; cytochrome c oxidase; drug efflux pumps; hokb toxin,protease inhibitor,lysozyme; dna ligase; protease; gfp
10465703,go_term,12,13,20,4,11,membrane; motor; cytoplasmic; to,plasma membrane; uptake; intracellular; efflux pumps; behavior; cell physiology; protein translation; quorum sensing; translation; cytoplasmic membrane; transport,membrane; cytoplasm; protein synthesis; chromosome; flagellar filaments; to; death; synthesis; cytoplasmic; cell growth; extracellular; metabolism
10465703,disease,2,2,2,0,0,,,infections; infection
10465703,exp_methods,5,5,4,2,1,assays; assaying,fluorescence microscopy,assay; assays; assaying; pcr; fluorescence
10465703,organism,7,11,6,5,0,alessia; human; dormant bacteria; e.â coli; microbes,,bacteria; dormant bacteria; salmonella enterica; escherichia coli; t4; yeast; staphylococcus aureus
11317447,disease,10,13,8,7,2,cerebellar strokes; cerebellar stroke; cs; neurological disorders; visual impairments; dysmetria; cerebellar ataxia,cerebellar dysfunction; strokes,stroke; cerebellar strokes; cerebellar stroke; neurological disease; cognitive impairments; tumors; neurological disorders; cerebellar dysfunctions; ataxia; cerebellar ataxia
11317447,go_term,2,2,4,0,2,,visual perception; learning,proprioception; vision
11296043,chemical,24,24,25,7,8,azodicarbonamide; dimethyl; n; azodicarboxylic acid; carbonyl; amide hydrogens; oxygen atoms,hydrogen atom; azo; diamide; atoms; amide groups; hydrogens; oxygen atom; electron,hexamethylphosphoramide; electrons; carbonyl; amide hydrogens; nitrogen atoms; oxygen atoms; hydrogen; azodicarboxylic acid; dimethylformamide; dimethyl sulfoxide; quartz; ethanol; semicarbazide; dimethyl; nitrogen; amide; ether; acetonitrile; water; toluene; azodicarbonamide; n; carbonyl groups; oxygen
11296043,gene_protein,0,0,1,0,1,,cas,
11296043,go_term,1,1,3,0,2,,behaviour; light absorption,conjugation
11296043,disease,2,2,2,0,0,,,allergy; asthma
11296043,exp_methods,1,1,1,0,0,,,x-ray
11296043,organism,1,2,1,1,0,leap-frog,,human
10483012,chemical,22,29,29,9,9,alcohol; urea; statins; vitamin d; terlipressin; lactate; amino acids; carbohydrate; sugars,carboxy; at 125; delta; bilirubin; positron; gamma;  pro-; branched-chain amino acids; thyroid,creatinine; mineral; liraglutide; lipid; sodium; diethylenetriamine; nitric oxide; magnesium; ethanol; nitrogen; corticosteroids; zinc; norfloxacin; calcium; phentermine; carbohydrate; omega-3 fatty acid; dobutamine; omega 3 fatty acid; amino acids; acetaminophen; oxygen
10483012,gene_protein,17,24,14,14,4,albumin; alpha; alpha-1; gamma-; nt pro-bnp; igg; psa; des; hepatitis b surface antigen; calcineurin; polymerase; nt pro-brain natriuretic peptide; prostate-specific antigen; nt-probnp,alpha-1 antitrypsin; brain natriuretic peptide; serum albumin; calcineurin inhibitors,albumin; g6pd; adenosine deaminase; prealbumin; fibrinogen; alpha; gamma-; alpha-1; des; alpha-fetoprotein; carcinoembryonic antigen; interferon-gamma; calcineurin; afp; nt pro-brain natriuretic peptide; cea; prothrombin
10483012,go_term,5,6,8,1,3,reflexes,taste; inflammatory response; urea cycle,coagulation; sleep; immune response; catabolism; death
10483012,disease,132,152,116,54,18,metabolic liver disease; superficial nonmelanoma skin cancer; tia; intracranial; cmv infection; variceal; sars-cov2 infection; he; hypotension; transient ischemic attack; hepatitis b; intrinsic kidney disease; cirrhotic cardiomyopathy; sarcopenia; hh; tumors; functional kidney failure; lt; rectal varices; end; nash; mi; -stage liver disease; acute intermittent porphyria; antitrypsin deficiency; nafld; hrs; chronic liverâ disease; renal dysfunction; hyponatremia; cardiopulmonary diseases; multidrug-resistant infections; systemic inflammatory response syndrome; diabetes mellitus; rv; hepatitis c; metabolic liver diseases; hps; sirs; terminal; inherited diseases of the liver; alcohol; breast cancer; ascites; gynecological cancers; iga nephropathy; hepatic hydrothorax; metabolic syndromes; pleural effusion; induced liver failure; tb; variceal bleeding; hemophagocytic lymphohistiocytosis; chronic liver disease,liver diseases; resistant infections; advanced cirrhosis; cardiomyopathy; dilutional hyponatremia; papilledema; respiratory failure; diastolic dysfunction; nonmelanoma skin cancer; single tumor; inherited diseases; lack of insight; kidney failure; systolic dysfunction; intracranial bleeding; immunodeficiency; cancer remission; kidney disease,metabolic liver disease; melanomas; tia; acute liver failure; cirrhosis; cardiac disease; cmv infection; alcohol dependence; insulin-dependent diabetes; glycogen storage disease; left ventricular hypertrophy; intrinsic kidney disease; cirrhotic cardiomyopathy; retinopathy; hypoalbuminemia; fulminant hepatic failure; alcoholic liver disease; encephalopathy; -stage liver disease; myocardial infarction; coagulopathy; portopulmonary hypertension; obesity; portal hypertension; budd-chiari syndrome; cerebrovascular accident; hepatopulmonary syndrome; venereal disease; prostate cancer; ischemic heart disease; cardiac arrest; hydrothorax; hepatitis; induced liver failure; tumor; infection; malnutrition; gynecological cancers; variceal; chronic liver disease; bacterial peritonitis; intracranial; infectious diseases; vitamin deficiencies; pulmonary hypertension; hypertension; infections; glycogen storage disorders; renal failure; hepatocellular carcinoma; syphilis; tumors; protein-energy malnutrition; tuberculosis; asthma; diabetes; addiction; viral hepatitis; nonalcoholic steatohepatitis; chronic liverâ disease; renal tumors; multidrug-resistant infections; varices; liver cirrhosis; colorectal cancer; breast cancer; infectious disease; wilson disease; hyperlipidemia; hepatic encephalopathy; superficial nonmelanoma skin cancer; familial amyloid polyneuropathy; hypotension; hepatitis b; chronic kidney disease; decompensated cirrhosis; superficial bladder cancer; melanoma; tyrosinemia; hemochromatosis; liver failure; nephropathy; rectal varices; end; mi; cystic fibrosis; acute kidney injury; hyperammonemia; substance use disorders; obstructive lung disease; interstitial lung disease; hepatitis c; metabolic liver diseases; sepsis; acute fatty liver of pregnancy; end-stage liver disease; iga nephropathy; viral diseases; cerebrovascular disease; wilson's disease; peritonitis; anorexia; liver disease; anxiety; fulminant liver failure; coronary artery disease; sars-cov2 infection; heart failure; functional kidney failure; acute-on-chronic liver failure; hepatorenal syndrome; cancers; portal vein thrombosis; malignancy; hyponatremia; chronic lymphocytic leukemia; diabetes mellitus; lymphomas; cardiovascular disease; metabolic diseases; sirs; autoimmune hepatitis; primary hyperoxaluria; inherited diseases of the liver; alcohol; depression; hepatic hydrothorax; cancer; in situ breast cancer; variceal bleeding; he; congestive cardiac failure
10483012,exp_methods,3,3,4,0,1,,coronary artery bypass,assay; x-ray; biopsy
10483012,organism,10,16,9,7,0,dengue; ebv; hepatitis a virus; viruses; hav; herpes simplex virus; hepatitis c virus,,hcv; epstein barr virus; human; human immunodeficiency virus; hiv; viruses; humans; cmv; amanita phalloides; cytomegalovirus
10169532,disease,1,4,1,3,0,schizophrenia; depression; covid-19,,emotional distress
10169532,chemical,0,0,1,0,1,,waters,
10169532,organism,0,1,0,1,0,women,,
10169532,go_term,1,1,1,1,1,behavioral,behaviors,behavioral
11297103,gene_protein,13,20,15,8,3,p14arf; erythroid myeloid ontogenic factor; mediator of cell death; antibody; zf; antibodies; focal adhesion kinase; transcription factor,caspase-3; streptavidin; pok erythroid myeloid ontogenic factor,bim; erythroid myeloid ontogenic factor; fak; î²-actin; peroxidase; jnk; pok; pkd; p53; bcl-2; mdm2; pokemon; annexin v
11297103,chemical,4,5,7,1,3,alcohol,g418; formalin; radio,zinc; crystal violet; diamminedichloroplatinum; paclitaxel
11297103,go_term,16,18,23,5,10,tissue differentiation; death; translational; extracellular; lumen,deaths; biosynthesis; anti-apoptosis; focal adhesion; programmed cell death; cell death; regulation of cell differentiation; behavior; cell aggregation; extracellular matrix,membrane; pore; cytoplasm; cell differentiation; tissue differentiation; protein synthesis; death; cell adhesion; anoikis; cell migration; protein degradation; extracellular; membranes; degradation; cell proliferation; phosphorylation
11297103,disease,21,21,22,5,6,digestive cancer; epithelial tumor; tumors; invasive tumor; hepatoma carcinoma,carcinoma; tumor metastasis; tumorigenesis; secondary tumors; adenoma; neoplasms,carcinomas; digestive cancer; colorectal neoplasms; colorectal adenoma; hepatoma carcinoma; epithelial tumor; liver cancer; tumors; colon cancers; colon cancer; laryngeal squamous cell carcinoma; invasive cancer; cancers; hepatoma; breast adenocarcinoma; non-small cell lung cancer; rectal cancer; colorectal carcinoma; tumor; cancer; invasive tumor
11297103,exp_methods,6,6,6,1,1,assays,transfection,assay; immunoprecipitation assay; assays; pcr; flow cytometry; xenograft
