ext_id,ann_type,partial_match_count,total_ml_count,total_dict_count,found_in_ml_not_in_dict_count,found_in_dict_not_in_ml_count,ml_not_in_dict,dict_not_in_ml,partial_matches
39060702,disease,1,1,1,0,0,,,allergy
39060702,organism,1,2,1,1,0,grass,,poaceae
PPR413697,organism,3,3,3,0,0,,,drosophila; animals; drosophila pseudoobscura
PPR413697,go_term,1,2,1,1,0,binding,,gene expression
39422667,chemical,5,8,2,7,1,carbonate; acid; metal; oxygen; hydroxyl; unsaturated metal; metal ions,hydroxyl groups,metal; hydroxyl; metals; unsaturated metal; metal ions
39422667,gene_protein,0,0,1,0,1,,mof,
39422667,go_term,1,1,1,0,0,,,synthesis
39145956,gene_protein,10,13,9,7,3,map kinase; nf-îºb; ubiquitin e3 ligase; map kinases; mtorc1; ubiquitin binding proteins a20; mtor complex 1,mtor; abin1; ubiquitin,ap2; card14; bcl10; hoip; ubiquitin e3 ligase; mtorc1; ubiquitin binding proteins a20; traf6; mtor complex 1; malt1
39145956,chemical,1,1,1,0,0,,,rapamycin
39145956,go_term,3,4,3,2,1,endosomes; signalosome,early endosomes,metabolism; endosomes; keratinocyte proliferation
39145956,disease,2,2,2,0,0,,,psoriasis; acanthosis
39145956,exp_methods,0,0,1,0,1,,ubiquitination,
39145956,organism,1,1,1,0,0,,,mice
39183433,disease,2,4,3,2,1,ad; insulin resistance,amyloid deposition,alzheimer disease; neurodegenerative disease
39183433,chemical,1,3,2,2,1,nucleotide; steroid,insulin,diosgenin
39183433,gene_protein,5,9,4,5,0,î²-amyloid; leucine-rich repeat and pyrin domain-containing protein 3; nfîºb; leucine; nuclear factor kappa-b,,nlrp3; pyrin domain-containing protein 3; toll-like receptor 4; leucine-rich repeat and pyrin domain-containing protein 3; tlr4
39183433,go_term,6,6,5,3,2,binding; biosynthesis; hormone,nucleotide-binding; hormone biosynthesis,binding; pathogenesis; biosynthesis; hormone; excretion; metabolism
39437296,go_term,1,1,2,0,1,,short-term memory,segmentation
39464108,disease,1,1,1,0,0,,,stroke
39464108,go_term,0,0,1,0,1,,learning,
39460121,go_term,1,1,1,0,0,,,localization
39162587,disease,3,3,3,0,0,,,male infertility; infertility; primary infertility
39162587,organism,0,2,0,2,0,women; men,,
39458740,chemical,4,4,3,1,0,starches,,starches; amylose; water; starch
39458740,organism,6,7,6,3,2,cherry; cassava; cherry tomatoes,cherry tomato; tubers,cherry; corn; cherry tomatoes; wheat; yam; potato
39461397,gene_protein,4,6,4,2,0,cd8; cd4,,il-6; mcp; pgsa; il-1î²
39461397,go_term,1,1,1,0,0,,,gene expression
39461397,disease,1,1,1,1,1,lmbv infection,infection,lmbv infection
39461397,exp_methods,1,2,1,1,0,immunofluorescence,,flow cytometry
39461397,organism,6,7,5,2,0,virus; bacterium,,lactobacillus plantarum; largemouth bass virus; lmbv; l. plantarum; largemouth bass; virus
39461299,disease,2,4,1,3,0,short bowel syndrome with intestinal failure; sbs; if,,short bowel syndrome; short bowel syndrome with intestinal failure
39461299,chemical,0,2,0,2,0,apraglutide; carbohydrate,,
39461299,gene_protein,1,1,2,0,1,,sbs,glp-2
39461299,go_term,0,0,1,0,1,,intestinal absorption,
PPR834197,chemical,2,3,2,1,0,asialo-gm1,,gangliosides; ganglioside
PPR834197,gene_protein,0,3,1,3,1,igg; antibodies; immunoglobulin,gm1,
PPR834197,go_term,1,1,1,0,0,,,proprioception
PPR834197,disease,2,3,4,1,2,acute,dysarthria; dysphagia,guillain-barrã© syndrome; bulbar palsy
PPR834197,organism,0,0,1,0,1,,man,
39149335,disease,1,1,1,0,0,,,spinal muscular atrophy
39149335,exp_methods,1,1,2,0,1,,translocation,genotyping
39149335,gene_protein,3,3,4,0,1,,smn,hla; amy2b; cyp2d6
39149335,organism,0,0,1,0,1,,cnv,
39456256,disease,5,6,5,2,1,traumatic brain injury; drug-resistant epilepsy,epilepsy,neurodegenerative diseases; alzheimer's disease; multiple sclerosis; neurologic disorders; drug-resistant epilepsy
39456256,gene_protein,0,2,0,2,0,immunoglobulins; antibodies,,
38404565,disease,0,0,2,0,2,,defects; trauma,
39462388,gene_protein,1,1,3,0,2,,motility-related proteins; splicing factors,biglycan
39462388,go_term,2,2,1,2,1,vesicles; extracellular,extracellular vesicles,vesicles; extracellular
39462388,disease,11,12,9,5,2,complex carcinoma; mammary tumours; mammary tumour; cmt; simple carcinoma,malignancy; non-neoplastic,carcinomas; adenomas; complex carcinoma; mammary tumours; mammary tumour; carcinoma; tumours; tumour; adenoma; simple carcinoma; mammary carcinomas
39462388,exp_methods,2,2,2,0,0,,,biopsies; biopsy
39462388,organism,1,2,1,1,0,canine,,dogs
39464832,disease,8,9,9,1,1,foodborne,infective endocarditis,encephalitis; bacteremia; meningitis; endocarditis; heart valve disease; opportunistic infections; infection; listeriosis
39464832,chemical,2,2,2,0,0,,,ampicillin; aminoglycosides
39464832,organism,2,3,2,1,0,bacterium,,l. monocytogenes; listeria monocytogenes
39464832,go_term,0,0,1,0,1,,intracellular,
38989996,disease,2,2,3,0,1,,overweight and obesity,childhood obesity; obesity
38989996,go_term,1,1,2,1,2,behavioral,behaviors; behavior,behavioral
PPR922516,gene_protein,0,0,1,0,1,,gan,
PPR922516,go_term,1,2,1,1,0,transportation,,vision
39183409,disease,3,3,3,0,0,,,prediabetes; gastric cancer; cancer
39458681,chemical,1,1,4,0,3,,biopolymer; nanofiber; caprolactone,nanofibers
39458681,go_term,2,2,2,0,0,,,tissue development; cell growth
PPR722603,disease,7,7,7,0,0,,,hypertension; infections; healthcare-associated infections; urinary tract infections; pneumonia; infection; surgical site infections
PPR722603,chemical,0,1,0,1,0,alcohol,,
39464636,chemical,3,3,3,0,0,,,phenytoin; clindamycin; phenobarbital
39464636,gene_protein,2,3,2,2,1,hla; human leukocyte antigen,adr,hla; hla-b
39464636,organism,0,0,1,0,1,,human,
39464636,go_term,0,0,1,0,1,,hypersensitivity,
39462299,disease,2,3,3,1,1,stress,trauma,depression; anxiety
39462299,organism,0,0,1,0,1,,aai,
39462299,go_term,0,1,0,1,0,attachment,,
38659856,go_term,1,1,2,0,1,,translation,cognition
39437280,disease,0,0,1,0,1,,scratches,
39437280,go_term,1,1,2,0,1,,learning,synthesis
39455840,disease,1,1,2,0,1,,strokes,stroke
38953223,chemical,1,1,1,0,0,,,glucose
38953223,gene_protein,3,4,4,1,1,lc3ii,cck8,atg5; beclin-1; p62
38953223,go_term,6,6,6,1,1,autophagosome,autophagosome formation,autophagy; g2 phase; cell cycle; cell migration; g1 phase; autophagosome
38953223,disease,1,1,1,0,0,,,diabetic nephropathy
38953223,exp_methods,3,3,3,0,0,,,assay; flow cytometry; transmission electron microscopy
38953223,organism,0,0,1,0,1,,rats,
38396102,disease,1,1,1,0,0,,,colorectal cancer
39463123,disease,0,3,0,3,0,coronavirus disease 2019; covid-19; -19,,
39463123,organism,0,0,1,0,1,,coronavirus,
PPR907650,disease,1,1,2,0,1,,periprocedural complications,intracranial aneurysms
PPR907650,chemical,1,1,1,0,0,,,clopidogrel
PPR907650,go_term,0,1,0,1,0,inflammation,,
39462618,disease,7,7,8,0,1,,microsatellite instability,gastrointestinal cancers; tumors; tumor; cancer; gastrointestinal cancer; solid tumor; colorectal cancer
39462618,gene_protein,0,2,0,2,0,mismatch repair proteins; mismatch repair,,
39462618,go_term,1,1,1,0,0,,,mismatch repair
PPR712449,disease,1,1,3,1,3,breast cancer,myelosuppression; pulmonary toxicity; cancer,breast cancer
PPR712449,chemical,0,1,1,1,1,palbociclib,gamma,
39464617,exp_methods,1,1,1,0,0,,,fluorescence
39464617,chemical,3,4,3,1,0,arylazopyrazoles,,doxorubicin; water; azobenzene
39461608,disease,5,5,3,4,2,t. cruzi infection; l. (l.) amazonensis infection; l. amazonensis infection; leishmania (l.) amazonensis infection,inflammatory infiltrate; infection,t. cruzi infection; chagas disease; l. (l.) amazonensis infection; l. amazonensis infection; leishmania (l.) amazonensis infection
39461608,gene_protein,1,1,2,0,1,,p21 protein,p21
39461608,organism,2,3,5,2,4,trypanosomatids; balb/c mice,l. amazonensis; mice; t. cruzi; leishmania,balb/c mice; trypanosoma cruzi
39461608,go_term,0,0,1,0,1,,parasitism,
39459391,disease,2,2,3,0,1,,trauma,intrapartum hemorrhage; postpartum hemorrhage
39459391,gene_protein,0,0,1,0,1,,hpp,
39459391,go_term,0,0,1,0,1,,learning,
39465067,disease,3,3,4,0,1,,trauma,dysphoria; gynecological disease; endometriosis
39465067,organism,0,2,0,2,0,women; men,,
39348880,disease,0,1,0,1,0,-19,,
39348880,go_term,1,1,3,0,2,,behaviors; behavior,sleep
39270825,chemical,1,1,1,0,0,,,salt
39270825,organism,2,4,1,3,0,fungi; plant; arbuscular mycorrhizal fungi,,plants; plant
39270825,go_term,1,1,1,0,0,,,symbiosis
37981465,disease,0,1,0,1,0,oc,,
37981465,organism,0,2,0,2,0,women; men,,
37981465,chemical,0,1,0,1,0,progestin,,
37981465,gene_protein,0,1,0,1,0,sex hormones,,
37981465,go_term,1,1,2,0,1,,memory,cognition
39458664,chemical,2,2,2,0,0,,,praziquantel; theophylline
15843102,disease,3,3,3,0,0,,,autism; executive dysfunction; language impairment
15843102,go_term,0,0,1,0,1,,memory,
39418332,exp_methods,1,1,1,0,0,,,fluorescence
39418332,chemical,4,8,5,5,2,2; tellurotungstates; polyoxometalates; 5; pyrazine dicarboxylic acid,dicarboxylic acid; pyrazine,polyanion; phosphite; lanthanide; pyrazine dicarboxylic acid
39462102,chemical,0,1,1,1,1,amino acids,atoms,
39462102,go_term,0,1,1,1,1,binding,learning,
39443652,gene_protein,0,0,1,0,1,,gpt,
38388027,gene_protein,5,6,5,1,0,nib,,rna-dependent rna polymerase; eukaryotic translation initiation factor 4e; eukaryotic translation initiation factor 6; eif4e; eif6
38388027,go_term,5,5,5,1,1,translational,translation,ribosomal subunits; translation initiation; translational; polysomes; polysome
38388027,disease,3,3,2,1,0,tumv infection,,tumv infection; viral infection; infection
38388027,exp_methods,0,1,1,1,1,assays,transgenic,
38388027,organism,9,9,7,3,1,potyviruses; virus; plant,turnip,plant; viruses; turnip mosaic virus; potyviruses; nicotiana benthamiana; n. benthamiana; virus; tumv; plants
37899970,chemical,1,1,1,0,0,,,peptides
37899970,gene_protein,0,0,1,0,1,,pep8,
37899970,go_term,3,3,3,1,1,sensing,quorum sensing,biofilm formation; sensing; pathogenesis
37899970,disease,0,0,1,0,1,,cholera,
37899970,organism,3,4,2,2,0,gram-negative bacterium; cholera,,cholera; vibrio cholerae; human
39465740,disease,0,1,0,1,0,fracture,,
39369700,disease,0,1,2,1,2,benign diseases,vascularization; malignancy,
39369700,go_term,1,1,2,0,1,,vision,secretions
38858270,disease,2,3,3,1,1,pgnmid,hematological malignancy,nephrotic syndrome; proliferative glomerulonephritis
38858270,exp_methods,2,2,2,0,0,,,flow cytometry; biopsy
38858270,gene_protein,1,3,1,2,0,antibody; igg,,cd38
38858270,chemical,0,1,0,1,0,daratumumab,,
39085661,gene_protein,5,8,6,3,1,hsps; albumin; globulin,hsf-1,hsp70; hsp90; hsp40; hsp110; hsp60
39085661,chemical,4,4,4,0,0,,,triglycerides; cholesterol; water; cortisol
39085661,organism,2,2,2,0,0,,,chicken; birds
38418763,chemical,1,1,1,0,0,,,carbon
39463309,disease,1,1,1,0,0,,,carpal tunnel syndrome
39463309,exp_methods,1,1,1,0,0,,,pca
39463309,gene_protein,0,0,1,0,1,,lda,
39463309,go_term,0,0,1,0,1,,learning,
39466121,disease,8,9,8,2,1,cataracts; palmar-plantar erythrodysesthesia syndrome,erythrodysesthesia syndrome,retinal disorders; hyperphosphatemia; hand-foot syndrome; nail disorders; cancer; palmar-plantar erythrodysesthesia syndrome; stomatitis; cancers
39466121,chemical,0,1,0,1,0,futibatinib,,
39466121,gene_protein,3,3,2,1,0,fgfrs,,fibroblast growth factor receptors; fgfrs; fgfr
39466121,go_term,0,0,1,0,1,,deaths,
39466513,disease,8,9,9,1,1,uti,ureteral stone,urosepsis; urinary tract infection; ureteral stones; urinary tract infections; systemic infection; infection; sepsis; urolithiasis
39466513,gene_protein,0,2,0,2,0,nlr; plr,,
39466513,organism,0,0,1,0,1,,sepsis,
39223063,disease,1,2,2,1,1,atherosclerotic disease,recurrent cancer,cancer
39223063,gene_protein,3,5,4,2,1,crp; nt-probnp,lp(a),gdf-15; icam-1; l-selectins
39223063,go_term,1,1,1,0,0,,,death
39465925,gene_protein,0,1,0,1,0,abpp,,
39458040,disease,5,5,5,0,0,,,acute myocardial infarction; coronary artery disease; cardiovascular disease; anemia; heart failure
39458040,gene_protein,1,1,1,0,0,,,hemoglobin
34545582,disease,0,0,1,0,1,,depression,
34545582,gene_protein,6,7,8,1,2,channelrhodopsin-2,cop4; recombinase,crh; corticotropin-releasing hormone; oligodendrocyte transcription factor 3; histidine decarboxylase; olig3; hdc
34545582,organism,2,2,2,0,0,,,mice; mouse
34545582,go_term,1,1,1,0,0,,,gene expression
38903509,gene_protein,4,8,5,4,1,cell adhesion molecule; matrix metalloproteinase; mmps; matrix metalloproteinases,transcriptional regulators,icam1; mmp9; mmp3; mmp1
38903509,go_term,1,1,2,0,1,,cell adhesion,pathogenesis
38903509,disease,4,5,3,3,1,chronic inflammatory skin diseases; inflammatory skin diseases; ad,skin diseases,chronic inflammatory skin diseases; inflammatory skin diseases; atopic dermatitis; skin inflammation
38903509,exp_methods,1,1,2,0,1,,transfection,fluorescence
38903509,organism,4,4,3,1,0,staphylococcus,,s. aureus; staphylococcus aureus; human; staphylococcus
39458794,exp_methods,0,0,1,0,1,,translocation,
39458794,organism,3,4,3,2,1,copper mine; plant,coincya,plant; c. transtagana; plants
39458794,gene_protein,0,2,0,2,0,dehydrogenase; protease,,
39458794,chemical,2,2,3,0,1,,copper,cation; mineral
39458794,go_term,0,0,2,0,2,,uptake; behavior,
39459153,disease,0,0,1,0,1,,stroke,
39459153,go_term,1,1,1,0,0,,,spindle
39464467,gene_protein,0,0,1,0,1,,pcm,
39464467,chemical,4,4,4,2,2,ethylene glycol; lactic acid,poly(ethylene glycol); poly(lactic acid),nanofibers; nanofiber; ethylene glycol; lactic acid
39464467,go_term,0,0,2,0,2,,behaviors; behavior,
39464467,exp_methods,2,3,4,2,3,scanning electronic microscopy; scanning,pla; infrared spectroscopy; differential scanning calorimetry,x-ray; scanning
39464467,organism,3,5,3,2,0,bacteria; plant,,escherichia coli; staphylococcus aureus; laurus nobilis
39416173,gene_protein,4,8,4,4,0,egf; notch; hedgehog; wnt,,stat; pvr; jnk; fgf
39416173,organism,1,1,1,0,0,,,drosophila
39416173,go_term,1,1,2,0,1,,cell-cell signaling,chromosome
39465135,disease,1,2,1,1,0,pe,,pulmonary embolism
39465135,chemical,1,1,1,0,0,,,oxygen
38396920,disease,2,2,2,1,1,epidermolysis,blisters,epidermolysis bullosa; epidermolysis
38396920,gene_protein,1,1,1,0,0,,,nucleases
38396920,go_term,1,1,1,1,1,membrane,basement membrane,membrane
39459851,disease,7,11,10,5,4,covid-19 infection; adhesions; covid-19; digestive disorders; multisystem inflammatory syndrome,bowel perforations; gastrointestinal complications; sequelae; thrombotic,vascular disorders; infections; covid-19 infection; acute pancreatitis; colitis; infection; ulcerative colitis
14576540,chemical,2,2,2,0,0,,,xenon; desflurane
14576540,organism,0,2,0,2,0,women; men,,
39465733,disease,2,2,1,2,1,ulnar nerve paralysis; nerve,nerve paralysis,ulnar nerve paralysis; nerve
39456220,gene_protein,1,1,2,0,1,,scaffolding protein,mda-9
39456220,go_term,1,2,1,1,0,signaling,,synthesis
38405410,organism,7,7,7,0,0,,,insects; trichoptera; mayflies; plecoptera; caddisflies; stoneflies; ephemeroptera
39466111,disease,0,2,0,2,0,-19; covid-19,,
39466111,organism,1,1,1,0,0,,,man
39465760,disease,2,2,2,0,0,,,autoimmune diseases; cancer
39465760,gene_protein,0,1,1,1,1,tyrosine kinase,tki,
39465760,go_term,1,1,1,0,0,,,inflammatory responses
39464232,disease,1,1,1,0,0,,,heart failure
39464232,exp_methods,1,1,1,0,0,,,biopsies
39464232,chemical,1,1,1,0,0,,,oxygen
39464232,go_term,0,0,1,0,1,,uptake,
39140294,chemical,0,2,0,2,0,pteridine; lipid,,
39140294,gene_protein,2,6,3,4,1,wnt; ankyrin; gata; notum2,aldh1l2,klf1; gch1
39140294,organism,2,3,3,1,1,brown discus,red discus,fish; symphysodon
39140294,go_term,6,6,8,5,7,spindle; one-carbon; synthesis; metabolism; melanophore,differential growth; pteridine synthesis; one-carbon metabolism; mitotic spindle orientation; lipid metabolism; xanthophores; melanophore differentiation,spindle; one-carbon; synthesis; metabolism; melanophore; gene expression
39417135,disease,5,8,6,3,1,loss; microcephaly; combined oxidative phosphorylation deficiency,multisystem disorder,primary ovarian insufficiency; ovarian insufficiency; retinal dystrophy; leukodystrophy; perrault syndrome
39417135,gene_protein,1,3,1,2,0,oxphos enzyme complexes i; ribosomal large subunit,,mrpl49
39417135,go_term,2,3,5,2,4,mitochondrial ribosomal subunits; mitochondrial,oxidative phosphorylation; ribosomal subunits; learning; ribosomal large subunit,mitochondrial ribosomal subunits; hearing
39459012,disease,4,4,5,0,1,,malignancies,myocarditis; heart failure; atrial fibrillation; pericardial disease
39459012,chemical,0,1,0,1,0,pembrolizumab,,
39457082,disease,3,3,2,1,0,pancreatitis,,pancreatitis; gallstones; acute pancreatitis
39457082,chemical,0,1,0,1,0,alcohol,,
39457082,gene_protein,2,2,2,0,0,,,carboxypeptidase; cpa1
39463420,disease,1,1,2,0,1,,professional burnout,depression
39463420,go_term,1,1,2,0,1,,deaths,death
39456883,chemical,1,1,2,0,1,,bisulfite,gibberellin
39456883,gene_protein,3,4,5,1,2,abs1,pd1; nac,myb; arf; chh
39456883,organism,6,7,4,3,0,sweet cherry scions; rootstock; plant,,plant; prunus tomentosa; prunus avium; sweet cherry scions; sweet cherry; plants
39456883,go_term,3,3,3,0,0,,,methylation; cell division; gene expression
39370837,disease,5,7,4,5,2,"melas; mitochondrial myopathy; encephalopathy; lactic acidosis, and stroke-like episodes; melas) syndrome","mitochondrial myopathy, encephalopathy, lactic acidosis, and stroke-like episodes; defect","stroke; mitochondrial diseases; mitochondrial myopathy; encephalopathy; lactic acidosis, and stroke-like episodes"
39370837,chemical,1,2,1,1,0,leucine,,taurine
39370837,gene_protein,0,1,0,1,0,respiratory chain,,
39370837,go_term,1,2,3,1,2,mitochondrial,respiratory chain; translation,synthesis
39463447,organism,1,1,1,0,0,,,hiv
39462570,disease,5,5,4,2,1,paramedian thalamic infarction; status epilepticus,nonconvulsive status epilepticus,status epilepticus; paramedian thalamic infarction; thalamic infarction; infectious disorders; akinetic mutism
39462570,chemical,1,1,1,0,0,,,amantadine
39462570,organism,1,1,1,0,0,,,man
PPR867206,disease,1,1,1,0,0,,,terminal illness
39453065,disease,3,4,2,2,0,pigeon disease; pigeon newcastle disease,,newcastle disease; pigeon newcastle disease; infectious disease
39453065,exp_methods,2,2,2,0,0,,,fluorescence; pcr
39453065,gene_protein,1,3,2,2,1,crispr; cas12a,raa,recombinase
39453065,organism,3,3,2,1,0,pigeon,,pigeon; pigeon paramyxovirus type 1; pigeons
38405406,organism,3,4,3,2,1,european starling; chick,starling,starlings; european starling; sturnus vulgaris
38405406,go_term,1,1,1,0,0,,,reproduction
38406516,disease,1,1,1,0,0,,,multiple myeloma
38406516,chemical,0,1,0,1,0,daratumumab,,
38406516,gene_protein,0,1,0,1,0,antibody,,
38406516,go_term,1,1,2,1,2,cytotoxicity,antibody-dependent cellular cytotoxicity; complement-dependent cytotoxicity,cytotoxicity
PPR900531,organism,0,0,1,0,1,,nance,
39462313,disease,3,4,3,1,0,cvd,,chronic kidney disease; cardiovascular disease; diabetes
39462313,go_term,1,1,3,0,2,,behaviors; behavior,death
39456142,exp_methods,0,1,1,1,1,assays,ubiquitination,
39456142,gene_protein,12,20,9,11,0,e3 ligases; e1; ubiquitin ligases; ring box 1; e3; e3 ligase; enzymes; f-box; e3 ubiquitin ligases; ubiquitin-conjugating enzymes; e2,,skp1; fbxo28; s-phase kinase-associated protein 1; ubiquitin ligases; e3 ubiquitin ligases; cul1; scf; tir1; ubiquitin; ubiquitin-conjugating enzymes; cullin 1; rbx1
39456142,organism,3,4,3,1,0,bacteria,,e. coli; eukaryotes; human
39456142,go_term,1,2,1,1,0,ubiquitination,,post-translational modifications
39463714,disease,2,3,2,1,0,memory impairment,,alzheimer's disease; anxiety
39463714,chemical,2,2,2,0,0,,,scopolamine; donepezil
39463714,organism,1,1,1,0,0,,,rats
39463714,go_term,1,1,3,1,3,behavioral,memory; learning; behavior,behavioral
39461645,exp_methods,1,1,1,0,0,,,fluorescence
39461645,chemical,5,5,6,1,2,protoporphyrin ix,biopolymers; protoporphyrin,protoporphyrin ix; glucosamine; carbon; glucose; cellulose
39461645,organism,2,3,2,1,0,microorganisms,,e. coli; s. aureus
39461645,go_term,5,5,5,0,0,,,membrane; biosynthesis; synthesis; metabolism; fermentation
39460649,gene_protein,0,0,3,0,3,,p60; p180; n100,
39460649,organism,1,1,1,0,0,,,human
39460649,go_term,0,0,1,0,1,,sensory processing,
39284515,exp_methods,0,0,1,0,1,,transgenic,
39284515,gene_protein,0,2,0,2,0,wuschel-related homeobox; homeodomain transcription factors,,
39284515,organism,5,6,3,3,0,tree; plant; woody plants,,oryza sativa; plant; woody plants; arabidopsis thaliana; plants
39284515,go_term,4,4,4,1,1,stem-cell,stem-cell maintenance,embryogenesis; organ formation; organogenesis; stem-cell
39453092,exp_methods,1,1,1,0,0,,,pcr
39453092,gene_protein,1,1,1,0,0,,,nucleoprotein
39453092,chemical,0,1,0,1,0,nucleotide,,
39453092,organism,6,6,4,2,0,morbillivirus caprinae; ruminant,,morbillivirus caprinae; peste des petits ruminants virus; morbillivirus; paramyxoviridae; peste des petits ruminants; ruminant
39462904,gene_protein,0,0,1,0,1,,vis,
39462904,chemical,5,5,6,0,1,,waters,rutile; water; exciton; hydroxyl; superoxide
39462904,go_term,2,2,2,0,0,,,degradation; synthesis
39462904,disease,0,0,1,0,1,,defects,
39462904,exp_methods,2,2,2,2,2,x-ray; field emission scanning electron microscopy,x-ray diffraction; scanning electron microscopy,x-ray; field emission scanning electron microscopy
39462904,organism,1,1,1,1,1,syzygium cumin,cumin,syzygium cumin
39389931,disease,2,3,2,2,1,ad; chronic inflammatory skin disease,skin disease,chronic inflammatory skin disease; atopic dermatitis
39389931,chemical,1,1,1,0,0,,,corticosteroids
39389931,gene_protein,0,2,0,2,0,antibody; antibodies,,
39462883,gene_protein,0,1,0,1,0,collagen,,
39462883,chemical,0,1,1,1,1,polydeoxyribonucleotide,collagen,
39462883,organism,2,2,2,0,0,,,animals; dogs
39462883,go_term,0,0,1,0,1,,regeneration,
39317263,gene_protein,4,7,4,3,0,histamine (h2) receptor; aî²; amyloid-î²,,il-6; glycogen synthase kinase-3î²; acetylcholinesterase; gsk-3î²
39317263,chemical,6,6,7,3,4,aluminium chloride; rivastigmine; tartrate,chloride; histamine; rivastigmine tartrate; aluminium,rivastigmine; tartrate; famotidine; lipid; water; aluminium chloride
39317263,go_term,1,3,2,2,1,binding; behavioural,antioxidant activity,pathogenesis
39317263,disease,2,3,2,1,0,ad,,alzheimer's disease; neurodegenerative disease
39317263,organism,1,1,1,0,0,,,rat
39464314,disease,6,8,10,3,5,neoplasm; orbital; erythema,retroperitoneum; intraocular pressure; proptosis; trauma; common neoplasm,rhabdomyosarcoma; neoplasm; respiratory tract infections; tumor; eye movement disorders; embryonal rhabdomyosarcoma
39260435,chemical,0,0,1,0,1,,las,
39260435,gene_protein,0,0,4,0,4,,hep; tama; corto; msi,
39260435,go_term,2,2,2,1,1,repair,death,mismatch repair; repair
39260435,disease,7,7,11,0,4,,microsatellite instability; metastatic colorectal cancer; stasis; postoperative complications,tumors; tumor; cancer; colon cancer; colorectal cancer; liver metastases; rectal cancer
39260435,organism,0,0,1,0,1,,terap,
39467015,disease,5,5,4,1,0,anca-associated vasculitis,,vasculitis; vasculitides; microscopic polyangiitis; granulomatosis with polyangiitis; anca-associated vasculitis
39467015,chemical,1,2,1,1,0,rituximab,,cyclophosphamide
39459276,chemical,5,5,5,2,2,benzo[a]anthracene; avobenzone,"1,3,5-trichlorobenzene; anthracene",oxybenzone; polydimethylsiloxane; naphthalene; avobenzone; benzo[a]anthracene
39459276,go_term,1,1,1,0,0,,,membrane
PPR909196,disease,1,1,3,0,2,,chronic pain; chronic pain syndromes,cancer
39458514,chemical,2,2,3,0,1,,lipids,deoxyribonucleic acid; ribonucleic acid
39458514,organism,1,1,1,0,0,,,human
39458514,go_term,5,5,6,2,3,vesicles; extracellular,system development; extracellular vesicles; transport,membrane; vesicles; cell cycle; extracellular; gene expression
39458981,chemical,7,7,6,2,1,neovestitol; methylvestitol,propolis extract,benzophenone; benzophenones; vestitol; isoliquiritigenin; medicarpin; neovestitol; methylvestitol
39458981,go_term,2,2,2,0,0,,,micronucleus; startle response
39458981,disease,0,0,1,0,1,,carcinogenesis,
39458981,exp_methods,1,1,1,0,0,,,assay
39458981,organism,7,8,7,2,1,red; red propolis,colon,zebrafish; human; red propolis; rodents; propolis; rats; rat
39459687,exp_methods,2,2,2,0,0,,,scanning electron microscopy; x-ray
39459687,chemical,0,1,1,1,1,ferrite,electron,
39459687,go_term,0,0,1,0,1,,behavior,
37913793,disease,6,7,5,3,1,tinea infections; tinea cruris; dermatophytic infections,infections,tinea corporis; infection; fungal infection; tinea infections; dermatophytosis; dermatophytic infections
37913793,chemical,0,0,1,0,1,,sulphur,
37913793,organism,0,2,3,2,3,t. cruris; t. corporis,tinea; calcarea; sepia,
39463146,gene_protein,0,0,1,0,1,,mp2,
39463146,exp_methods,0,0,1,0,1,,polymerization,
39463146,chemical,0,0,1,0,1,,radical,
39462273,gene_protein,3,3,3,0,0,,,il-17a; nicotinamidase; il-22
39462273,chemical,3,3,3,0,0,,,nicotinic acid; nicotinamide; vitamin b3
39462273,go_term,2,2,2,0,0,,,metabolism; cell differentiation
39462273,disease,3,3,4,0,1,,epithelial proliferation,bacterial infection; candidemia; colitis
39462273,organism,4,5,4,1,0,fungus,,mice; candida tropicalis; c. tropicalis; mouse
39461773,disease,2,3,1,2,0,nonsquamous non-small-cell lung cancer; nsclc,,nonsquamous non-small-cell lung cancer; non-small-cell lung cancer
39461773,chemical,2,3,2,1,0,tislelizumab,,platinum; pemetrexed
39258881,disease,1,1,1,0,0,,,chronic diseases
39258881,exp_methods,0,0,1,0,1,,imaging techniques,
39258881,chemical,1,1,2,1,2,vinylidene fluoride,copolymers; poly(vinylidene fluoride),vinylidene fluoride
38426064,disease,3,3,4,0,1,,dysbiosis,colorectal cancer; tumor; cancer
38426064,organism,4,5,3,2,0,microbiota; bacteria,,bacteria; fusobacterium; parvimonas; peptostreptococcus
38426064,go_term,0,0,2,0,2,,growth of cells; learning,
PPR902029,chemical,1,1,2,0,1,,tech,silicon
PPR902029,organism,1,1,1,0,0,,,human
39466170,disease,0,0,1,0,1,,plagues,
39466170,chemical,3,3,2,1,0,tetramethylethylenediamine,,boron; amine; tetramethylethylenediamine
39458651,gene_protein,1,2,1,2,1,albumin; mucin,serum albumin,albumin
39458651,go_term,0,1,0,1,0,binding,,
39455589,disease,3,3,3,0,0,,,prostate cancer; cancer; prostate-cancer
39455589,chemical,3,4,3,2,1,saturated and unsaturated fatty acids; lipid,unsaturated fatty acids,saturated and unsaturated fatty acids; cholesterol; cholesterol ester
39455589,gene_protein,0,1,0,1,0,ar,,
39455589,go_term,3,4,4,2,2,redox homeostasis; phosphorylation,lipid storage; oxidative-phosphorylation,phosphorylation; synthesis; protein synthesis
39262389,exp_methods,1,1,1,0,0,,,assay
